time,operators,typeOfAreaSse,instrumentClass,siteFacilityCode,typeOfVegetationSse,vegetationConditionSse,moistureOnVegetationSse,surfaceSoilConditionsSse,vegetationInsideFenceEbbr,vegetationOutsideFenceEbbr,vegetationHeightInsideFenceSse,vegetationHeightOutsideFenceSse,unanticipatedVegetationConditionEc,reportId,reportKey,reportSiteCode,reportFacilityCode,reportInstrumentClass,reportedOn,reporterId,reportStateCode,reportDataType,reportFrequencyCode,rowCropsEc,winterWheatEc,mostlyBareSoilEc,vegetationHeightEc,pastureOrRangelandEc,vegetationConditionEc,winterWheatConditionEc,surfaceSoilConditionsEc,pastureOrRangelandGrassEc,moistureOnVegetationSoilEc,rowCropsTypeEc,rowCropsConditionEc,pastureOrRangelandTypeEc,comments,notifySiteOps,notifyInstrumentMentor
2024-06-26 13:10:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.2,0.2,No,152448,PM-2024-SGP-E14-00056,sgp,E14,sfccond,2024-06-26T15:04:22.592+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.2,No,"Mostly brown due to hot, dry weather",Stubble after harvest,Dry and dusty,,Dry,,,,,False,False
2024-06-26 13:10:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.2,0.2,,152441,PM-2024-SGP-E13-00288,sgp,E13,sfccond,2024-06-26T14:49:54.830+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-07-01 18:20:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,"Lush green, unwilted",Dry,Moist but not muddy,Grassy,Grassy,0.5,0.4,,152984,PM-2024-SGP-E32-00087,sgp,E32,sfccond,2024-07-02T13:28:10.182+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-07-02 14:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,0.7,0.3,No,153063,PM-2024-SGP-E33-00100,sgp,E33,sfccond,2024-07-02T21:08:33.134+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.3,No,"Lush green, unwilted",,Dry and dusty,,Dry,Soybeans,"Green, ground covered",,,False,False
2024-07-02 16:30:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.8,0.8,,153073,PM-2024-SGP-E12-00082,sgp,E12,sfccond,2024-07-02T21:12:22.089+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-07-08 15:50:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,"Lush green, unwilted",Dry,Moist but not muddy,,,0.3,0.1,No,153927,PM-2024-SGP-E39-00100,sgp,E39,sfccond,2024-07-11T13:22:13.789+00:00,18599,NEW,PMR,BIWEEKLY,No,No,No,0.4,Yes,"Lush green, unwilted",,Moist but not muddy,Mostly clumped grass,Dry,,,Derived from grazed grasslands,,False,False
2024-07-09 19:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,0.9,0.1,No,153944,PM-2024-SGP-E37-00100,sgp,E37,sfccond,2024-07-11T15:21:26.446+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Green with brown patches because of hot, dry weather",Stubble mostly covered with green weeds after harvest,Dry and dusty,,Dry,,,,,False,False
2024-07-10 13:15:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Dry and dusty,,,0.3,0.3,,153861,PM-2024-SGP-E13-00315,sgp,E13,sfccond,2024-07-10T20:43:31.563+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-07-10 13:15:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Dry and dusty,,,0.3,0.3,No,153867,PM-2024-SGP-E14-00060,sgp,E14,sfccond,2024-07-10T21:08:57.798+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.2,No,"Mostly brown due to hot, dry weather",Stubble after harvest,Dry and dusty,,Slightly wet because of rain or dew,,,,,False,False
2024-07-15 17:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.8,0.7,,154460,PM-2024-SGP-E12-00088,sgp,E12,sfccond,2024-07-16T21:17:03.456+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-07-16 17:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.1,0.2,No,154536,PM-2024-SGP-E33-00107,sgp,E33,sfccond,2024-07-17T13:51:55.250+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.4,No,"Lush green, unwilted",,Dry and dusty,,Dry,Soybeans,"Green, ground covered",,,False,False
2024-07-16 19:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.7,0.7,,154528,PM-2024-SGP-E32-00092,sgp,E32,sfccond,2024-07-17T13:31:15.715+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-07-22 15:15:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Slightly wet because of rain or dew,Dry and dusty,,,0.1,0.5,No,155397,PM-2024-SGP-E37-00107,sgp,E37,sfccond,2024-07-25T20:43:46.832+00:00,21075,NEW,PMR,BIWEEKLY,No,No,Yes,0.0,No,All or mostly bare soil,,Dry and dusty,,Slightly wet because of rain or dew,,,,,False,False
2024-07-23 15:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.1,0.1,No,155392,PM-2024-SGP-E39-00109,sgp,E39,sfccond,2024-07-25T20:34:01.422+00:00,21075,NEW,PMR,BIWEEKLY,No,No,No,0.4,Yes,"Green with brown patches because of hot, dry weather",,Dry and dusty,Mostly clumped grass,Dry,,,Derived from grazed grasslands,,False,False
2024-07-24 13:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Dry and dusty,,,0.3,0.3,No,155333,PM-2024-SGP-E14-00064,sgp,E14,sfccond,2024-07-25T13:41:37.374+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.3,No,"Mostly brown due to hot, dry weather",Stubble after harvest,Dry and dusty,,Slightly wet because of rain or dew,,,,,False,False
2024-07-24 13:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Dry and dusty,,,0.3,0.3,,155271,PM-2024-SGP-E13-00342,sgp,E13,sfccond,2024-07-24T21:24:28.263+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-07-29 15:55:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.6,0.6,,156036,PM-2024-SGP-E32-00098,sgp,E32,sfccond,2024-07-31T13:36:51.813+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-07-30 15:15:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,0.2,0.1,No,155976,PM-2024-SGP-E33-00114,sgp,E33,sfccond,2024-07-30T21:19:14.378+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.6,No,"Lush green, unwilted",,Dry and dusty,,Dry,Soybeans,"Green, ground covered",,,False,False
2024-07-31 17:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.8,0.8,,156142,PM-2024-SGP-E12-00094,sgp,E12,sfccond,2024-07-31T20:40:36.791+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-08-05 15:15:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,0.2,0.2,No,156690,PM-2024-SGP-E39-00114,sgp,E39,sfccond,2024-08-05T21:00:34.454+00:00,21075,NEW,PMR,BIWEEKLY,No,No,No,0.3,Yes,"Lush green, unwilted",,Dry and dusty,Mostly clumped grass,Dry,,,,,False,False
2024-08-06 15:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,0.2,0.6,No,156808,PM-2024-SGP-E37-00114,sgp,E37,sfccond,2024-08-06T20:36:26.521+00:00,21075,NEW,PMR,BIWEEKLY,No,,Yes,0.0,No,All or mostly bare soil,,Dry and dusty,,Dry,,,,,False,False
2024-08-07 13:10:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.1,0.1,,157058,PM-2024-SGP-E13-00369,sgp,E13,sfccond,2024-08-08T20:19:15.499+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-08-07 13:10:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.1,0.1,No,157066,PM-2024-SGP-E14-00068,sgp,E14,sfccond,2024-08-08T20:37:57.333+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.2,No,"Mostly brown due to hot, dry weather",Stubble mostly covered with green weeds after harvest,Dry and dusty,,Dry,,,,,False,False
2024-08-12 15:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.7,0.3,,157471,PM-2024-SGP-E32-00105,sgp,E32,sfccond,2024-08-13T21:02:49.943+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-08-13 15:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Moist but not muddy,,,0.4,0.1,No,157464,PM-2024-SGP-E33-00120,sgp,E33,sfccond,2024-08-13T20:35:28.160+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.4,No,"Lush green, unwilted",,Moist but not muddy,,Slightly wet because of rain or dew,Soybeans,"Green, ground covered",,,False,False
2024-08-14 16:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.8,0.7,,157602,PM-2024-SGP-E12-00100,sgp,E12,sfccond,2024-08-14T20:57:41.289+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-08-19 15:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,0.1,0.6,No,157994,PM-2024-SGP-E37-00121,sgp,E37,sfccond,2024-08-19T21:11:25.088+00:00,21075,NEW,PMR,BIWEEKLY,No,No,Yes,0.1,No,All or mostly bare soil,,Dry and dusty,,Dry,,,,,False,False
2024-08-20 15:10:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,0.3,0.2,No,158314,PM-2024-SGP-E39-00121,sgp,E39,sfccond,2024-08-22T20:13:12.825+00:00,21075,NEW,PMR,BIWEEKLY,,,No,0.4,Yes,"Lush green, unwilted",,Dry and dusty,,Dry,,,Derived from grazed grasslands,,False,False
2024-08-20 19:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,0.1,0.1,No,158248,PM-2024-SGP-E14-00072,sgp,E14,sfccond,2024-08-22T13:58:09.404+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.4,No,"Green with brown patches because of hot, dry weather",,Dry and dusty,,Dry,Soybeans,Partial soil coverage because plants are small,,,False,False
2024-08-20 19:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,0.1,0.1,,158242,PM-2024-SGP-E13-00396,sgp,E13,sfccond,2024-08-22T13:43:54.631+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-08-26 15:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,"Mostly brown due to hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,,158602,PM-2024-SGP-E32-00111,sgp,E32,sfccond,2024-08-26T21:16:14.006+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-08-27 14:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,0.5,0.2,No,158863,PM-2024-SGP-E33-00128,sgp,E33,sfccond,2024-08-28T20:53:25.044+00:00,21075,NEW,PMR,BIWEEKLY,Yes,,No,0.3,No,"Lush green, unwilted",,Dry and dusty,,Dry,Soybeans,"Green, ground covered",,,False,False
2024-08-27 17:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.8,0.7,,158869,PM-2024-SGP-E12-00106,sgp,E12,sfccond,2024-08-28T21:17:44.142+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-09-03 16:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.1,0.6,No,159433,PM-2024-SGP-E37-00128,sgp,E37,sfccond,2024-09-04T20:06:58.979+00:00,21075,NEW,PMR,BIWEEKLY,No,No,Yes,0.0,No,All or mostly bare soil,,Dry and dusty,,Dry,,,,,False,False
2024-09-04 15:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,0.3,0.3,No,159455,PM-2024-SGP-E39-00128,sgp,E39,sfccond,2024-09-04T20:22:28.506+00:00,21075,NEW,PMR,BIWEEKLY,No,No,No,0.4,Yes,"Lush green, unwilted",,Dry and dusty,Mostly clumped grass,Dry,,,Derived from grazed grasslands,,False,False
2024-09-05 13:12:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,0.3,0.3,,159525,PM-2024-SGP-E13-00423,sgp,E13,sfccond,2024-09-05T20:46:01.676+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-09-05 13:12:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.3,0.3,No,159531,PM-2024-SGP-E14-00076,sgp,E14,sfccond,2024-09-05T20:56:08.556+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.4,No,"Lush green, unwilted",,Dry and dusty,,Dry,Soybeans,"Green, ground covered",,,False,False
2024-09-09 15:10:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,,159856,PM-2024-SGP-E32-00117,sgp,E32,sfccond,2024-09-09T21:10:00.953+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-09-10 14:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.3,0.1,No,159915,PM-2024-SGP-E33-00136,sgp,E33,sfccond,2024-09-10T21:03:57.381+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.3,No,"Lush green, unwilted",,Dry and dusty,,Dry,Soybeans,"Green, ground covered",,,False,False
2024-09-12 15:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.8,0.7,,160126,PM-2024-SGP-E12-00112,sgp,E12,sfccond,2024-09-12T21:01:22.534+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-09-16 16:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.3,0.2,No,160452,PM-2024-SGP-E39-00135,sgp,E39,sfccond,2024-09-16T21:19:08.046+00:00,21075,NEW,PMR,BIWEEKLY,No,No,No,0.4,Yes,"Green with brown patches because of hot, dry weather",,Dry and dusty,Mostly clumped grass,Dry,,,Derived from grazed grasslands,,False,False
2024-09-17 13:25:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.2,0.2,,160650,PM-2024-SGP-E13-00446,sgp,E13,sfccond,2024-09-18T13:31:25.090+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-09-17 13:25:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.2,0.2,No,160657,PM-2024-SGP-E14-00080,sgp,E14,sfccond,2024-09-18T13:53:11.835+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.4,No,"Lush green, unwilted",,Dry and dusty,,Dry,Soybeans,"Green, ground covered",,,False,False
2024-09-18 15:10:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.1,0.6,No,160741,PM-2024-SGP-E37-00135,sgp,E37,sfccond,2024-09-18T19:29:38.960+00:00,18599,NEW,PMR,BIWEEKLY,No,No,Yes,0.0,No,All or mostly bare soil,,Dry and dusty,,Dry,,,,,False,False
2024-09-23 17:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Slightly wet because of rain or dew,Dry and dusty,,,0.1,0.1,No,161572,PM-2024-SGP-E33-00142,sgp,E33,sfccond,2024-09-26T18:50:50.147+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.5,No,"Lush green, unwilted",,Dry and dusty,,Slightly wet because of rain or dew,Soybeans,"Green, ground covered",,,False,False
2024-09-24 14:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Slightly wet because of rain or dew,Dry and dusty,Grassy,Grassy,0.1,0.1,,161337,PM-2024-SGP-E32-00122,sgp,E32,sfccond,2024-09-24T20:18:49.767+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-09-25 16:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.8,0.7,,161447,PM-2024-SGP-E12-00118,sgp,E12,sfccond,2024-09-25T20:51:25.442+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-09-30 18:10:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,"Mostly brown due to hot, dry weather",Dry,Dry and dusty,,,0.3,0.2,No,161929,PM-2024-SGP-E39-00145,sgp,E39,sfccond,2024-10-01T14:02:06.956+00:00,18599,NEW,PMR,BIWEEKLY,No,No,No,0.4,No,"Mostly brown due to hot, dry weather",,Dry and dusty,,Dry,,,,,False,False
2024-10-01 14:10:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,0.3,0.3,,162187,PM-2024-SGP-E13-00474,sgp,E13,sfccond,2024-10-02T20:20:13.327+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-10-01 14:10:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,0.3,0.3,No,162194,PM-2024-SGP-E14-00084,sgp,E14,sfccond,2024-10-02T20:37:49.569+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.4,No,"Lush green, unwilted",,Dry and dusty,,Dry,Soybeans,"Green, ground covered",,,False,False
2024-10-02 15:45:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,"Mostly brown due to hot, dry weather",Dry,Dry and dusty,,,0.1,0.7,No,162256,PM-2024-SGP-E37-00141,sgp,E37,sfccond,2024-10-03T13:26:09.736+00:00,18599,NEW,PMR,BIWEEKLY,No,No,Yes,0.0,No,All or mostly bare soil,,Dry and dusty,,Dry,,,,,False,False
2024-10-07 15:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.2,0.1,No,162667,PM-2024-SGP-E33-00150,sgp,E33,sfccond,2024-10-07T21:11:05.687+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.7,No,"Green with brown patches because of hot, dry weather",,Dry and dusty,,Dry,Soybeans,"Green, ground covered",,,False,False
2024-10-08 16:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,"Mostly brown due to hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.8,0.7,,162974,PM-2024-SGP-E12-00124,sgp,E12,sfccond,2024-10-10T13:17:36.145+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-10-08 18:50:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,"Mostly brown due to hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,,162777,PM-2024-SGP-E32-00132,sgp,E32,sfccond,2024-10-08T21:12:54.550+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-10-15 16:10:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.1,0.1,No,163580,PM-2024-SGP-E37-00150,sgp,E37,sfccond,2024-10-16T13:49:39.706+00:00,21075,NEW,PMR,BIWEEKLY,No,No,Yes,0.0,No,All or mostly bare soil,,Dry and dusty,,Dry,,,,,False,False
2024-10-16 17:00:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,"Mostly brown due to hot, dry weather",Dry,Dry and dusty,,,0.4,0.2,No,163734,PM-2024-SGP-E39-00148,sgp,E39,sfccond,2024-10-17T13:27:48.303+00:00,18599,NEW,PMR,BIWEEKLY,No,No,No,0.3,Yes,"Mostly brown due to hot, dry weather",,Dry and dusty,Mostly clumped grass,Dry,,,Derived from grazed grasslands,,False,False
2024-10-17 13:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Mostly brown due to hot, dry weather",Dry,Dry and dusty,,,0.2,0.2,,163799,PM-2024-SGP-E13-00503,sgp,E13,sfccond,2024-10-17T20:06:10.286+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-10-17 13:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,"Mostly brown due to hot, dry weather",Dry,Dry and dusty,,,0.2,0.2,No,163805,PM-2024-SGP-E14-00088,sgp,E14,sfccond,2024-10-17T20:18:31.605+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.3,No,"Green with brown patches because of hot, dry weather",,Dry and dusty,,Dry,Soybeans,Yellow but unharvested,,,False,False
2024-10-21 15:30:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,"Mostly brown due to hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,,164346,PM-2024-SGP-E32-00136,sgp,E32,sfccond,2024-10-23T14:15:50.444+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-10-22 16:45:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,"Mostly brown due to hot, dry weather",Dry,Dry and dusty,,,0.1,0.1,No,164337,PM-2024-SGP-E33-00159,sgp,E33,sfccond,2024-10-23T13:35:19.658+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.5,No,"Mostly brown due to hot, dry weather",,Dry and dusty,,Dry,Soybeans,Partial soil coverage because plants are small,,,False,False
2024-10-23 17:15:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,"Mostly brown due to hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.4,0.4,,164432,PM-2024-SGP-E12-00131,sgp,E12,sfccond,2024-10-23T20:50:02.008+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2024-10-28 17:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.2,0.2,No,164963,PM-2024-SGP-E39-00157,sgp,E39,sfccond,2024-10-29T13:48:01.525+00:00,21075,NEW,PMR,BIWEEKLY,No,No,No,0.3,Yes,"Green with brown patches because of hot, dry weather",,Dry and dusty,Mostly clumped grass,Dry,,,Derived from grazed grasslands,,False,False
2024-10-29 16:15:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.1,0.1,No,165278,PM-2024-SGP-E37-00154,sgp,E37,sfccond,2024-10-31T13:51:12.487+00:00,18599,NEW,PMR,BIWEEKLY,No,No,Yes,0.0,No,All or mostly bare soil,,Dry and dusty,,Dry,,,,,False,False
2024-10-30 13:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Mostly brown due to hot, dry weather",Dry,Dry and dusty,,,0.1,0.1,,165203,PM-2024-SGP-E13-00527,sgp,E13,sfccond,2024-10-30T20:09:49.215+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
